id,name,destination,price,duration,description,avg_rating,review_count,source,source_url,season,image_url,created_at,updated_at,duration_label,original_price,highlights,places,topics,gallery,itinerary,included,excluded,schedule,transport
141,Tour Hà Nội 2N1Đ: Tiết Kiệm Culture,Hà Nội,4800000,2,"Hành trình Hà Nội 2 ngày dành cho du khách yêu thích culture, shopping, city.",8.6,28,bestprice,https://synthetic.example.com/tours/141,autumn,https://picsum.photos/seed/tour-141/900/600,2025-01-07 08:00:00,2025-01-19 08:00:00,2N1Đ,5706040,"[""Trải nghiệm culture"", ""Trải nghiệm shopping"", ""Trải nghiệm city""]","[""Hà Nội""]","[""culture"", ""shopping"", ""city"", ""food""]","[""https://picsum.photos/seed/tour-141-1/900/600"", ""https://picsum.photos/seed/tour-141-2/900/600"", ""https://picsum.photos/seed/tour-141-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hà Nội""}, {""day"": 2, ""title"": ""Ngày 2 tại Hà Nội""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
142,Tour Hà Nội 4N3Đ: Check-in Shopping,Hà Nội,6670000,4,"Hành trình Hà Nội 4 ngày dành cho du khách yêu thích shopping, culture, city.",9.5,72,klook,https://synthetic.example.com/tours/142,autumn,https://picsum.photos/seed/tour-142/900/600,2025-09-05 08:00:00,2025-09-06 08:00:00,4N3Đ,7106813,"[""Trải nghiệm shopping"", ""Trải nghiệm culture"", ""Trải nghiệm city""]","[""Hà Nội""]","[""shopping"", ""culture"", ""city"", ""history""]","[""https://picsum.photos/seed/tour-142-1/900/600"", ""https://picsum.photos/seed/tour-142-2/900/600"", ""https://picsum.photos/seed/tour-142-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hà Nội""}, {""day"": 2, ""title"": ""Ngày 2 tại Hà Nội""}, {""day"": 3, ""title"": ""Ngày 3 tại Hà Nội""}, {""day"": 4, ""title"": ""Ngày 4 tại Hà Nội""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
143,Tour Hội An 4N3Đ: Cao Cấp History,Hội An,7280000,4,"Hành trình Hội An 4 ngày dành cho du khách yêu thích history, photography, culture.",7.6,88,klook,https://synthetic.example.com/tours/143,autumn,https://picsum.photos/seed/tour-143/900/600,2025-10-22 08:00:00,2025-10-22 08:00:00,4N3Đ,7827528,"[""Trải nghiệm history"", ""Trải nghiệm photography"", ""Trải nghiệm culture""]","[""Hội An""]","[""history"", ""photography"", ""culture"", ""romantic""]","[""https://picsum.photos/seed/tour-143-1/900/600"", ""https://picsum.photos/seed/tour-143-2/900/600"", ""https://picsum.photos/seed/tour-143-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}, {""day"": 4, ""title"": ""Ngày 4 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
144,Tour Sa Pa 2N1Đ: Check-in Adventure,Sa Pa,7040000,2,"Hành trình Sa Pa 2 ngày dành cho du khách yêu thích adventure, mountain, culture.",9.6,16,traveloka,https://synthetic.example.com/tours/144,winter,https://picsum.photos/seed/tour-144/900/600,2026-03-17 08:00:00,2026-04-06 08:00:00,2N1Đ,8453326,"[""Trải nghiệm adventure"", ""Trải nghiệm mountain"", ""Trải nghiệm culture""]","[""Sa Pa""]","[""adventure"", ""mountain"", ""culture"", ""photography""]","[""https://picsum.photos/seed/tour-144-1/900/600"", ""https://picsum.photos/seed/tour-144-2/900/600"", ""https://picsum.photos/seed/tour-144-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
145,Tour Phú Quốc 5N4Đ: Check-in Family,Phú Quốc,5440000,5,"Hành trình Phú Quốc 5 ngày dành cho du khách yêu thích family, relax, romantic.",7.9,10,klook,https://synthetic.example.com/tours/145,summer,https://picsum.photos/seed/tour-145/900/600,2025-05-09 08:00:00,2025-06-07 08:00:00,5N4Đ,6291387,"[""Trải nghiệm family"", ""Trải nghiệm relax"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""family"", ""relax"", ""romantic"", ""water_sports""]","[""https://picsum.photos/seed/tour-145-1/900/600"", ""https://picsum.photos/seed/tour-145-2/900/600"", ""https://picsum.photos/seed/tour-145-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}, {""day"": 4, ""title"": ""Ngày 4 tại Phú Quốc""}, {""day"": 5, ""title"": ""Ngày 5 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
146,Tour Cao Bằng 3N2Đ: Tiết Kiệm Mountain,Cao Bằng,9730000,3,"Hành trình Cao Bằng 3 ngày dành cho du khách yêu thích mountain, adventure, culture.",9.7,47,bestprice,https://synthetic.example.com/tours/146,autumn,https://picsum.photos/seed/tour-146/900/600,2025-02-28 08:00:00,2025-03-09 08:00:00,3N2Đ,9887203,"[""Trải nghiệm mountain"", ""Trải nghiệm adventure"", ""Trải nghiệm culture""]","[""Cao Bằng""]","[""mountain"", ""adventure"", ""culture"", ""photography""]","[""https://picsum.photos/seed/tour-146-1/900/600"", ""https://picsum.photos/seed/tour-146-2/900/600"", ""https://picsum.photos/seed/tour-146-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Cao Bằng""}, {""day"": 2, ""title"": ""Ngày 2 tại Cao Bằng""}, {""day"": 3, ""title"": ""Ngày 3 tại Cao Bằng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
147,Tour Đà Nẵng 3N2Đ: Check-in Beach,Đà Nẵng,8820000,3,"Hành trình Đà Nẵng 3 ngày dành cho du khách yêu thích beach, food, family.",8.4,18,traveloka,https://synthetic.example.com/tours/147,summer,https://picsum.photos/seed/tour-147/900/600,2024-10-05 08:00:00,2024-10-09 08:00:00,3N2Đ,9236963,"[""Trải nghiệm beach"", ""Trải nghiệm food"", ""Trải nghiệm family""]","[""Đà Nẵng""]","[""beach"", ""food"", ""family"", ""photography""]","[""https://picsum.photos/seed/tour-147-1/900/600"", ""https://picsum.photos/seed/tour-147-2/900/600"", ""https://picsum.photos/seed/tour-147-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
148,Tour Côn Đảo 4N3Đ: Trọn Gói Beach,Côn Đảo,11060000,4,"Hành trình Côn Đảo 4 ngày dành cho du khách yêu thích beach, nature, relax.",9.6,44,bestprice,https://synthetic.example.com/tours/148,summer,https://picsum.photos/seed/tour-148/900/600,2025-01-15 08:00:00,2025-01-16 08:00:00,4N3Đ,11117163,"[""Trải nghiệm beach"", ""Trải nghiệm nature"", ""Trải nghiệm relax""]","[""Côn Đảo""]","[""beach"", ""nature"", ""relax"", ""history""]","[""https://picsum.photos/seed/tour-148-1/900/600"", ""https://picsum.photos/seed/tour-148-2/900/600"", ""https://picsum.photos/seed/tour-148-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}, {""day"": 4, ""title"": ""Ngày 4 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
149,Tour Nha Trang 5N4Đ: Gia Đình Water Sports,Nha Trang,6170000,5,"Hành trình Nha Trang 5 ngày dành cho du khách yêu thích water_sports, family, beach.",7.9,53,klook,https://synthetic.example.com/tours/149,summer,https://picsum.photos/seed/tour-149/900/600,2025-05-10 08:00:00,2025-05-13 08:00:00,5N4Đ,6762826,"[""Trải nghiệm water_sports"", ""Trải nghiệm family"", ""Trải nghiệm beach""]","[""Nha Trang""]","[""water_sports"", ""family"", ""beach"", ""nightlife""]","[""https://picsum.photos/seed/tour-149-1/900/600"", ""https://picsum.photos/seed/tour-149-2/900/600"", ""https://picsum.photos/seed/tour-149-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}, {""day"": 5, ""title"": ""Ngày 5 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
150,Tour Hạ Long 2N1Đ: Tiết Kiệm Family,Hạ Long,9710000,2,"Hành trình Hạ Long 2 ngày dành cho du khách yêu thích family, cruise, beach.",8.3,87,klook,https://synthetic.example.com/tours/150,summer,https://picsum.photos/seed/tour-150/900/600,2026-04-12 08:00:00,2026-04-14 08:00:00,2N1Đ,12023273,"[""Trải nghiệm family"", ""Trải nghiệm cruise"", ""Trải nghiệm beach""]","[""Hạ Long""]","[""family"", ""cruise"", ""beach"", ""luxury""]","[""https://picsum.photos/seed/tour-150-1/900/600"", ""https://picsum.photos/seed/tour-150-2/900/600"", ""https://picsum.photos/seed/tour-150-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hạ Long""}, {""day"": 2, ""title"": ""Ngày 2 tại Hạ Long""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
151,Tour Đà Lạt 3N2Đ: Ẩm Thực Romantic,Đà Lạt,7800000,3,"Hành trình Đà Lạt 3 ngày dành cho du khách yêu thích romantic, mountain, nature.",7.8,89,bestprice,https://synthetic.example.com/tours/151,winter,https://picsum.photos/seed/tour-151/900/600,2026-05-07 08:00:00,2026-05-08 08:00:00,3N2Đ,8574625,"[""Trải nghiệm romantic"", ""Trải nghiệm mountain"", ""Trải nghiệm nature""]","[""Đà Lạt""]","[""romantic"", ""mountain"", ""nature"", ""food""]","[""https://picsum.photos/seed/tour-151-1/900/600"", ""https://picsum.photos/seed/tour-151-2/900/600"", ""https://picsum.photos/seed/tour-151-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
152,Tour Côn Đảo 3N2Đ: Trọn Gói Relax,Côn Đảo,10060000,3,"Hành trình Côn Đảo 3 ngày dành cho du khách yêu thích relax, beach, spiritual.",8.7,54,klook,https://synthetic.example.com/tours/152,summer,https://picsum.photos/seed/tour-152/900/600,2025-11-02 08:00:00,2025-11-29 08:00:00,3N2Đ,12141687,"[""Trải nghiệm relax"", ""Trải nghiệm beach"", ""Trải nghiệm spiritual""]","[""Côn Đảo""]","[""relax"", ""beach"", ""spiritual"", ""nature""]","[""https://picsum.photos/seed/tour-152-1/900/600"", ""https://picsum.photos/seed/tour-152-2/900/600"", ""https://picsum.photos/seed/tour-152-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
153,Tour Đà Nẵng 5N4Đ: Check-in Family,Đà Nẵng,8920000,5,"Hành trình Đà Nẵng 5 ngày dành cho du khách yêu thích family, food, photography.",9.0,5,klook,https://synthetic.example.com/tours/153,summer,https://picsum.photos/seed/tour-153/900/600,2026-05-04 08:00:00,2026-05-29 08:00:00,5N4Đ,10827940,"[""Trải nghiệm family"", ""Trải nghiệm food"", ""Trải nghiệm photography""]","[""Đà Nẵng""]","[""family"", ""food"", ""photography"", ""water_sports""]","[""https://picsum.photos/seed/tour-153-1/900/600"", ""https://picsum.photos/seed/tour-153-2/900/600"", ""https://picsum.photos/seed/tour-153-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Nẵng""}, {""day"": 5, ""title"": ""Ngày 5 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
154,Tour Nha Trang 5N4Đ: Ẩm Thực Nightlife,Nha Trang,5130000,5,"Hành trình Nha Trang 5 ngày dành cho du khách yêu thích nightlife, water_sports, beach.",7.8,26,klook,https://synthetic.example.com/tours/154,summer,https://picsum.photos/seed/tour-154/900/600,2025-11-02 08:00:00,2025-11-29 08:00:00,5N4Đ,5382480,"[""Trải nghiệm nightlife"", ""Trải nghiệm water_sports"", ""Trải nghiệm beach""]","[""Nha Trang""]","[""nightlife"", ""water_sports"", ""beach"", ""family""]","[""https://picsum.photos/seed/tour-154-1/900/600"", ""https://picsum.photos/seed/tour-154-2/900/600"", ""https://picsum.photos/seed/tour-154-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}, {""day"": 5, ""title"": ""Ngày 5 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
155,Tour Nha Trang 4N3Đ: Cao Cấp Food,Nha Trang,4600000,4,"Hành trình Nha Trang 4 ngày dành cho du khách yêu thích food, beach, family.",9.4,111,klook,https://synthetic.example.com/tours/155,summer,https://picsum.photos/seed/tour-155/900/600,2026-08-07 08:00:00,2026-08-22 08:00:00,4N3Đ,4923295,"[""Trải nghiệm food"", ""Trải nghiệm beach"", ""Trải nghiệm family""]","[""Nha Trang""]","[""food"", ""beach"", ""family"", ""nightlife""]","[""https://picsum.photos/seed/tour-155-1/900/600"", ""https://picsum.photos/seed/tour-155-2/900/600"", ""https://picsum.photos/seed/tour-155-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
156,Tour Sa Pa 2N1Đ: Check-in Nature,Sa Pa,7480000,2,"Hành trình Sa Pa 2 ngày dành cho du khách yêu thích nature, adventure, photography.",9.0,38,traveloka,https://synthetic.example.com/tours/156,winter,https://picsum.photos/seed/tour-156/900/600,2026-02-12 08:00:00,2026-03-10 08:00:00,2N1Đ,8248843,"[""Trải nghiệm nature"", ""Trải nghiệm adventure"", ""Trải nghiệm photography""]","[""Sa Pa""]","[""nature"", ""adventure"", ""photography"", ""mountain""]","[""https://picsum.photos/seed/tour-156-1/900/600"", ""https://picsum.photos/seed/tour-156-2/900/600"", ""https://picsum.photos/seed/tour-156-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
157,Tour Côn Đảo 5N4Đ: Khám Phá History,Côn Đảo,11560000,5,"Hành trình Côn Đảo 5 ngày dành cho du khách yêu thích history, nature, beach.",9.6,14,bestprice,https://synthetic.example.com/tours/157,summer,https://picsum.photos/seed/tour-157/900/600,2024-08-25 08:00:00,2024-09-22 08:00:00,5N4Đ,14187760,"[""Trải nghiệm history"", ""Trải nghiệm nature"", ""Trải nghiệm beach""]","[""Côn Đảo""]","[""history"", ""nature"", ""beach"", ""spiritual""]","[""https://picsum.photos/seed/tour-157-1/900/600"", ""https://picsum.photos/seed/tour-157-2/900/600"", ""https://picsum.photos/seed/tour-157-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}, {""day"": 4, ""title"": ""Ngày 4 tại Côn Đảo""}, {""day"": 5, ""title"": ""Ngày 5 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
158,Tour Phú Quốc 3N2Đ: Trọn Gói Water Sports,Phú Quốc,13970000,3,"Hành trình Phú Quốc 3 ngày dành cho du khách yêu thích water_sports, relax, family.",8.9,45,traveloka,https://synthetic.example.com/tours/158,summer,https://picsum.photos/seed/tour-158/900/600,2025-09-29 08:00:00,2025-10-05 08:00:00,3N2Đ,15679592,"[""Trải nghiệm water_sports"", ""Trải nghiệm relax"", ""Trải nghiệm family""]","[""Phú Quốc""]","[""water_sports"", ""relax"", ""family"", ""luxury""]","[""https://picsum.photos/seed/tour-158-1/900/600"", ""https://picsum.photos/seed/tour-158-2/900/600"", ""https://picsum.photos/seed/tour-158-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
